Title,Brand,Magnitude,Unit,Quantity,MRP,ean_code,TLC,MLC,LLC,Images
"Anti-Bacteria Sanitary Pad - Extra-Long, Prevents Leakage, Slim Sofy [7] {pc}",Sofy,7,pc,7 pcs,67,8903622004079,Beauty & Hygiene,Feminine Hygiene,Sanitary Napkins,"https://www.bigbasket.com/media/uploads/p/l/40023137_10-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023137-2_10-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023137-3_10-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023137-4_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023137-5_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023137-6_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023137-7_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023137-8_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg"
Anti-Bacteria Sanitary Pads - XL Sofy [14] {pc},Sofy,14,pc,14 pcs,132,8903622004086,Beauty & Hygiene,Feminine Hygiene,Sanitary Napkins,"https://www.bigbasket.com/media/uploads/p/l/40023138_10-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023138-2_10-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023138-3_10-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023138-4_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023138-5_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023138-6_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023138-7_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023138-8_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg"
Anti-Bacteria Sanitary Pads - XL Sofy [28] {pc},Sofy,28,pc,28 pcs,275,40023139,Beauty & Hygiene,Feminine Hygiene,Sanitary Napkins,"https://www.bigbasket.com/media/uploads/p/l/40023139_8-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023139-2_11-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023139-3_11-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023139-4_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023139-5_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023139-6_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023139-7_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg, https://www.bigbasket.com/media/uploads/p/l/40023139-8_7-sofy-anti-bacteria-sanitary-pad-extra-long-prevents-leakage-slim.jpg"
Ultra Nights Sanitary Pad With Wings - XXL Plus Whisper [6] {pc},Whisper,6,pc,6 pcs,130,4987176182951,Beauty & Hygiene,Feminine Hygiene,Sanitary Napkins,"https://www.bigbasket.com/media/uploads/p/l/40191148_4-whisper-ultra-nights-xxl-with-wings.jpg, https://www.bigbasket.com/media/uploads/p/l/40191148-2_2-whisper-ultra-nights-xxl-with-wings.jpg, https://www.bigbasket.com/media/uploads/p/l/40191148-3_2-whisper-ultra-nights-xxl-with-wings.jpg, https://www.bigbasket.com/media/uploads/p/l/40191148-4_1-whisper-ultra-nights-xxl-with-wings.jpg, https://www.bigbasket.com/media/uploads/p/l/40191148-5_1-whisper-ultra-nights-xxl-with-wings.jpg, https://www.bigbasket.com/media/uploads/p/l/40191148-6_1-whisper-ultra-nights-xxl-with-wings.jpg, https://www.bigbasket.com/media/uploads/p/l/40191148-7_1-whisper-ultra-nights-xxl-with-wings.jpg, https://www.bigbasket.com/media/uploads/p/l/40191148-8_1-whisper-ultra-nights-xxl-with-wings.jpg"
Active Salt Toothpaste Colgate [100] {g},Colgate,100,g,100 g,76,8901314713759,Beauty & Hygiene,Oral Care,Toothpaste,"https://www.bigbasket.com/media/uploads/p/l/40000334_26-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-2_17-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-3_16-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-4_16-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-5_13-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-6_6-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-7_6-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-8_3-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-9_3-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000334-10_3-colgate-active-salt-toothpaste.jpg"
Active Salt Toothpaste Colgate [200] {g},Colgate,200,g,200 g,132,40000335,Beauty & Hygiene,Oral Care,Toothpaste,"https://www.bigbasket.com/media/uploads/p/l/40000335_29-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-2_21-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-3_18-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-4_17-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-5_18-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-6_7-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-7_6-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-8_3-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-9_3-colgate-active-salt-toothpaste.jpg, https://www.bigbasket.com/media/uploads/p/l/40000335-10_3-colgate-active-salt-toothpaste.jpg"
Active Salt Toothpaste - Saver Pack Colgate [300] {g},Colgate,300,g,300 g,192,8901314562487,Beauty & Hygiene,Oral Care,Toothpaste,"https://www.bigbasket.com/media/uploads/p/l/20005546_20-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-2_15-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-3_17-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-4_15-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-5_12-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-6_6-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-7_7-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-8_4-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-9_3-colgate-active-salt-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/20005546-10_3-colgate-active-salt-toothpaste-saver-pack.jpg"
Active Salt Toothpaste Colgate [500] {g},Colgate,500,g,500 g,315,40111790,Beauty & Hygiene,Oral Care,Toothpaste,"https://www.bigbasket.com/media/uploads/p/l/40111790_9-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-2_9-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-3_9-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-4_9-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-5_8-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-6_7-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-7_7-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-8_4-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-9_2-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg, https://www.bigbasket.com/media/uploads/p/l/40111790-10_1-colgate-active-salt-toothpaste-germ-fighting-toothpaste-for-healthy-gums-teeth.jpg"
"Toothpaste - Active Salt Saver Pack, Salt & Minerals Colgate [600] {g}",Colgate,600,g,2x300 g,384,,Beauty & Hygiene,Oral Care,Toothpaste,"https://www.bigbasket.com/media/uploads/p/l/1205006_8-colgate-toothpaste-active-salt-saver-pack-salt-minerals.jpg, https://www.bigbasket.com/media/uploads/p/l/1205006-2_6-colgate-toothpaste-active-salt-saver-pack-salt-minerals.jpg, https://www.bigbasket.com/media/uploads/p/l/1205006-3_6-colgate-toothpaste-active-salt-saver-pack-salt-minerals.jpg, https://www.bigbasket.com/media/uploads/p/l/1205006-4_6-colgate-toothpaste-active-salt-saver-pack-salt-minerals.jpg, https://www.bigbasket.com/media/uploads/p/l/1205006-5_6-colgate-toothpaste-active-salt-saver-pack-salt-minerals.jpg"
Active Salt Toothpaste Colgate [600] {g},Colgate,600,g,3x200 g,396,,Beauty & Hygiene,Oral Care,Toothpaste,https://www.bigbasket.com/media/uploads/p/l/1210157_1-colgate-active-salt-toothpaste.jpg
Skin Moisturising Sandal & Turmeric Bathing Soap Santoor [150] {g},Santoor,150,g,150 g,212,8901399105166,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/273811_13-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/273811-2_7-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/273811-3_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/273811-4_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/273811-5_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/273811-6_5-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/273811-7_4-santoor-sandal-turmeric-soap.jpg"
Skin Moisturizing Sandal & Turmeric Bathing Soap Santoor [100] {g},Santoor,100,g,100  gm,36,100005805,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/100005805_12-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/100005805-2_8-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/100005805-3_7-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/100005805-4_7-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/100005805-5_7-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/100005805-6_6-santoor-bathing-soap-sandal-turmeric.jpg"
Skin Moisturizing Sandal & Turmeric Bathing Soap Santoor [100] {g},Santoor,100,g,100  gm,50,100005819,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/100005819_11-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/100005819-2_7-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/100005819-3_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/100005819-4_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/100005819-5_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/100005819-6_6-santoor-sandal-turmeric-soap.jpg"
Bathing Soap - Sandal & Turmeric Santoor [200] {g},Santoor,200,g,2x100 g,72,,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,https://www.bigbasket.com/media/uploads/p/l/1203066_2-santoor-bathing-soap-sandal-turmeric.jpg
Sandal & Turmeric Soap Santoor [300] {g},Santoor,300,g,2x150 g,100,,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,https://www.bigbasket.com/media/uploads/p/l/1208250_1-santoor-sandal-turmeric-soap.jpg
Sandal & Turmeric Soap Santoor [300] {g},Santoor,300,g,3x100 g,108,1208248,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/1208248_3-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/1208248-2_1-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/1208248-3_1-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/1208248-4_1-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/1208248-5_1-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/1208248-6_1-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/1208248-7_1-santoor-sandal-turmeric-soap.jpg"
Skin Moisturizing Sandal & Turmeric Bathing Soap Santoor [100] {g},Santoor,100,g,100 gm,134,8901399005305,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/263856_12-santoor-sandal-turmeric-soap-super-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263856-2_7-santoor-sandal-turmeric-soap-super-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263856-3_7-santoor-sandal-turmeric-soap-super-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263856-4_7-santoor-sandal-turmeric-soap-super-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263856-5_7-santoor-sandal-turmeric-soap-super-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/263856-6_1-santoor-sandal-turmeric-soap-super-saver-pack.jpg"
Bathing Soap- Sandal & Turmeric Santoor [500] {g},Santoor,500,g,5 x 100 g,180,1213829,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/1213829_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213829-2_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213829-3_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213829-4_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213829-5_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213829-6_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213829-7_1-santoor-bathing-soap-sandal-turmeric.jpg"
Skin Moisturising Sandal & Turmeric Bathing Soap Santoor [125] {g},Santoor,125,g,125 g,199,267924,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/267924_10-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/267924-2_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/267924-3_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/267924-4_6-santoor-sandal-turmeric-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/267924-5_6-santoor-sandal-turmeric-soap.jpg"
Bathing Soap - Sandal & Turmeric Santoor [600] {g},Santoor,600,g,6 x 100 g,216,1213828,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/1213828_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213828-2_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213828-3_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213828-4_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213828-5_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213828-6_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213828-7_1-santoor-bathing-soap-sandal-turmeric.jpg"
Bathing Soap - Sandal & Turmeric Santoor [800] {g},Santoor,800,g,8 x 100 g,288,1213830,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/1213830_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213830-2_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213830-3_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213830-4_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213830-5_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213830-6_1-santoor-bathing-soap-sandal-turmeric.jpg, https://www.bigbasket.com/media/uploads/p/l/1213830-7_1-santoor-bathing-soap-sandal-turmeric.jpg"
Purifying Neem Face Wash Himalaya [50] {ml},Himalaya,50,ml,50 ml,79,40000440,Beauty & Hygiene,Skin Care,Face Care,"https://www.bigbasket.com/media/uploads/p/l/40000440_12-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-2_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-3_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-4_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-5_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-6_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-7_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-8_2-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000440-9_2-himalaya-purifying-neem-face-wash.jpg"
Purifying Neem Face Wash Himalaya [100] {ml},Himalaya,100,ml,100 ml,150,8901138008352,Beauty & Hygiene,Skin Care,Face Care,"https://www.bigbasket.com/media/uploads/p/l/40007306_5-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-2_5-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-3_5-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-4_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-5_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-6_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-7_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-8_2-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40007306-9_2-himalaya-purifying-neem-face-wash.jpg"
Purifying Neem Face Wash Himalaya [150] {ml},Himalaya,150,ml,150 ml,205,8901138008369,Beauty & Hygiene,Skin Care,Face Care,"https://www.bigbasket.com/media/uploads/p/l/100134697_5-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-2_5-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-3_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-4_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-5_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-6_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-7_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-8_2-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/100134697-9_2-himalaya-purifying-neem-face-wash.jpg"
Purifying Neem Face Wash Himalaya [150] {ml},Himalaya,150,ml,3x50 ml,237,,Beauty & Hygiene,Skin Care,Face Care,https://www.bigbasket.com/media/uploads/p/l/1211037_1-himalaya-purifying-neem-face-wash.jpg
Purifying Neem Face Wash Himalaya [200] {ml},Himalaya,200,ml,200 ml,250,40018853,Beauty & Hygiene,Skin Care,Face Care,"https://www.bigbasket.com/media/uploads/p/l/40000439_5-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-2_5-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-3_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-4_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-5_4-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-6_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-7_3-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-8_2-himalaya-purifying-neem-face-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40000439-9_2-himalaya-purifying-neem-face-wash.jpg"
